episode_id,policy_freq,profile,method,filter,value,episode_length,collision,mean_speed,total_cost,total_avoided_cost,total_expected_cost,total_reward,total_basic_reward,total_added_reward,mean_iterations_to_converge,convergence_rate,outcome_unchanged_count,outcome_naively_augmented_count,outcome_rcps_augmented_count,outcome_projection_count,lane_0_time,lane_1_time,lane_2_time,lane_3_time
78,1,right_lane,adaptive,True,0.05,40,0,21.268957345971565,1.0,6.333333333333331,4.014086847542785,59.5,40.0,19.499999999999996,18.0,1.0,0,0,39,1,0.0,0.0,4.0,36.0
79,1,right_lane,adaptive,True,0.05,40,0,20.518957345971565,1.6666666666666665,10.333333333333334,5.235885910689831,59.16666666666667,40.0,19.166666666666668,18.0,1.0,0,0,40,0,1.0,1.0,3.0,35.0
80,1,right_lane,adaptive,True,0.05,40,0,22.51891965602864,1.3333333333333333,8.33333333333333,4.211818025447428,59.33333333333333,40.0,19.333333333333332,18.0,1.0,0,0,37,3,0.0,0.0,4.0,36.0
81,1,right_lane,adaptive,True,0.05,40,0,21.268957334666847,0.6666666666666666,9.666666666666666,4.045953277498484,59.666666666666664,40.0,19.666666666666664,18.0,1.0,0,0,40,0,0.0,0.0,3.0,37.0
82,1,right_lane,adaptive,True,0.05,40,0,21.268957345971565,0.0,1.6666666666666665,1.0098524072382133,60.0,40.0,20.0,18.0,1.0,0,0,14,26,0.0,0.0,0.0,40.0
83,1,right_lane,adaptive,True,0.05,40,0,21.393957345971565,0.6666666666666666,1.0,2.033687125367578,59.666666666666664,40.0,19.666666666666664,18.0,1.0,0,0,23,17,0.0,1.0,2.0,37.0
84,1,right_lane,adaptive,True,0.05,40,0,20.75249644062177,1.9999999999999998,5.666666666666665,5.004271077457815,59.000000000000014,40.0,19.000000000000004,18.0,1.0,0,0,35,5,0.0,0.0,7.0,33.0
85,1,right_lane,adaptive,True,0.05,40,0,20.893957345971565,1.9999999999999998,10.333333333333334,4.946604318916798,59.16666666666667,40.0,19.16666666666666,18.0,1.0,0,0,40,0,0.0,0.0,5.0,35.0
86,1,right_lane,adaptive,True,0.05,40,0,20.893957345971113,0.3333333333333333,13.000000000000005,4.299994707107544,59.666666666666664,40.0,19.666666666666664,18.0,1.0,0,0,40,0,0.0,0.0,1.0,39.0
87,1,right_lane,adaptive,True,0.05,40,0,22.85604835676014,24.0,0.6666666666666666,26.539106141494813,48.0,40.0,8.000000000000004,18.0,1.0,0,0,39,1,5.0,28.0,4.0,3.0
88,1,right_lane,adaptive,True,0.05,40,0,21.00000075075124,1.6666666666666665,11.000000000000002,5.107287367573008,59.16666666666667,40.0,19.166666666666668,18.0,1.0,0,0,39,1,0.0,0.0,6.0,34.0
89,1,right_lane,adaptive,True,0.05,40,0,21.268957345971565,17.0,4.0,19.545212484896183,51.5,40.0,11.5,18.0,1.0,0,0,40,0,15.0,4.0,1.0,20.0
90,1,right_lane,adaptive,True,0.05,40,0,21.768951646668775,3.0,8.999999999999998,6.724782225675881,58.500000000000014,40.0,18.499999999999996,18.0,1.0,0,0,39,1,0.0,1.0,9.0,30.0
91,1,right_lane,adaptive,True,0.05,40,0,24.981042654028435,7.666666666666667,4.333333333333333,9.793544947111513,56.16666666666666,40.0,16.166666666666664,18.0,1.0,0,0,35,5,3.0,4.0,6.0,27.0
92,1,right_lane,adaptive,True,0.05,40,0,20.518957345971565,1.3333333333333333,0.33333333333333337,2.9887977982871234,59.33333333333333,40.0,19.333333333333332,18.0,1.0,0,0,16,24,1.0,1.0,2.0,36.0
93,1,right_lane,adaptive,True,0.05,40,0,20.518957345971565,0.0,8.999999999999998,3.500450477004051,60.0,40.0,20.0,18.0,1.0,0,0,40,0,0.0,0.0,0.0,40.0
94,1,right_lane,adaptive,True,0.05,40,0,20.268957345971565,4.666666666666666,12.000000000000007,8.30679116398096,57.833333333333336,40.0,17.833333333333332,18.0,1.0,0,0,40,0,0.0,0.0,14.0,26.0
95,1,right_lane,adaptive,True,0.05,40,0,21.518957345938436,1.3333333333333333,10.666666666666668,4.664988955197373,59.16666666666667,40.0,19.166666666666664,18.0,1.0,0,0,35,5,0.0,1.0,4.0,35.0
96,1,right_lane,adaptive,True,0.05,40,0,20.893957345971565,1.6666666666666665,4.333333333333333,4.747053822502494,59.166666666666664,40.0,19.166666666666664,18.0,1.0,0,0,37,3,1.0,1.0,3.0,35.0
97,1,right_lane,adaptive,True,0.05,40,0,21.893957247107718,1.3333333333333333,8.33333333333333,4.739728822140023,59.333333333333336,40.0,19.333333333333336,18.0,1.0,0,0,39,1,0.0,1.0,4.0,35.0
