episode_id,policy_freq,profile,method,filter,value,episode_length,collision,mean_speed,total_cost,total_avoided_cost,total_expected_cost,total_reward,total_basic_reward,total_added_reward,mean_iterations_to_converge,convergence_rate,outcome_unchanged_count,outcome_naively_augmented_count,outcome_rcps_augmented_count,outcome_projection_count,lane_0_time,lane_1_time
51,1,merge_courtesy,nop,False,nan,13,0,26.655102277460422,0.0,0.0,0.0,17.61065318427942,17.61065318427942,0.0,nan,0.0,0,0,0,0,0.0,13.0
52,1,merge_courtesy,nop,False,nan,12,0,30.0,1.7311022244650054,0.0,1.167827308177948,17.749291998026376,17.749291998026376,0.0,nan,0.0,0,0,0,0,1.0,11.0
53,1,merge_courtesy,nop,False,nan,12,0,30.0,2.9401198510913535,0.0,1.9586009681224823,17.749291998026376,17.749291998026376,0.0,nan,0.0,0,0,0,0,1.0,11.0
54,1,merge_courtesy,nop,False,nan,12,0,28.813046846239462,0.0,0.0,0.0,17.28026248619494,17.28026248619494,0.0,nan,0.0,0,0,0,0,0.0,12.0
55,1,merge_courtesy,nop,False,nan,13,0,28.135251062216373,0.0,0.0,0.0,18.38033055235252,18.38033055235252,0.0,nan,0.0,0,0,0,0,0.0,13.0
56,1,merge_courtesy,nop,False,nan,12,0,29.166808471161616,4.181614536882164,0.0,3.217437759041786,17.34936196098391,17.34936196098391,0.0,nan,0.0,0,0,0,0,1.0,11.0
57,1,merge_courtesy,nop,False,nan,12,0,30.0,1.6397962690301016,0.0,1.1335312277078629,17.849999999999998,17.849999999999998,0.0,nan,0.0,0,0,0,0,0.0,12.0
58,1,merge_courtesy,nop,False,nan,13,0,26.655102277460422,0.0,0.0,0.0,17.61065318427942,17.61065318427942,0.0,nan,0.0,0,0,0,0,0.0,13.0
59,1,merge_courtesy,nop,False,nan,12,0,28.813046846239462,0.0,0.0,0.0,17.28026248619494,17.28026248619494,0.0,nan,0.0,0,0,0,0,0.0,12.0
60,1,merge_courtesy,nop,False,nan,12,0,30.0,3.6438709211409908,0.0,2.511778309941292,17.849999999999998,17.849999999999998,0.0,nan,0.0,0,0,0,0,0.0,12.0
